0.18,0.14,0.12,0.21,0.18,0.17,0.2,0.13,0.17,0.14,0.21,0.15,0.32,0.15,0.15,0.09,0.16,0.13,18.0,14.0,12.0,21.0,18.0,17.0,20.0,13.0,17.0,14.0,21.0,15.0,32.0,15.0,15.0,9.0,16.0,13.0
0.15,0.15,0.15,0.2,0.16,0.19,0.38,0.16,0.15,0.08,0.14,0.09,0.36,0.11,0.12,0.11,0.2,0.1,15.0,15.0,15.0,20.0,16.0,19.0,38.0,16.0,15.0,8.0,14.0,9.0,36.0,11.0,12.0,11.0,20.0,10.0
0.21,0.16,0.15,0.23,0.15,0.1,0.15,0.19,0.14,0.19,0.13,0.2,0.17,0.19,0.14,0.12,0.16,0.22,21.0,16.0,15.0,23.0,15.0,10.0,15.0,19.0,14.0,19.0,13.0,20.0,17.0,19.0,14.0,12.0,16.0,22.0
0.17,0.23,0.16,0.11,0.18,0.15,0.15,0.19,0.18,0.15,0.15,0.18,0.18,0.16,0.18,0.12,0.19,0.17,17.0,23.0,16.0,11.0,18.0,15.0,15.0,19.0,18.0,15.0,15.0,18.0,18.0,16.0,18.0,12.0,19.0,17.0
0.19,0.09,0.16,0.15,0.19,0.22,0.17,0.19,0.15,0.15,0.13,0.21,0.23,0.17,0.16,0.14,0.16,0.14,19.0,9.0,16.0,15.0,19.0,22.0,17.0,19.0,15.0,15.0,13.0,21.0,23.0,17.0,16.0,14.0,16.0,14.0
0.2,0.19,0.14,0.14,0.22,0.11,0.22,0.15,0.12,0.19,0.19,0.13,0.19,0.19,0.16,0.13,0.14,0.19,20.0,19.0,14.0,14.0,22.0,11.0,22.0,15.0,12.0,19.0,19.0,13.0,19.0,19.0,16.0,13.0,14.0,19.0
0.25,0.17,0.2,0.09,0.07,0.22,0.2,0.26,0.16,0.11,0.11,0.16,0.21,0.09,0.29,0.17,0.11,0.13,25.0,17.0,20.0,9.0,7.0,22.0,20.0,26.0,16.0,11.0,11.0,16.0,21.0,9.0,29.0,17.0,11.0,13.0
0.13,0.1,0.25,0.21,0.15,0.16,0.11,0.22,0.14,0.21,0.14,0.18,0.16,0.09,0.21,0.17,0.22,0.15,13.0,10.0,25.0,21.0,15.0,16.0,11.0,22.0,14.0,21.0,14.0,18.0,16.0,9.0,21.0,17.0,22.0,15.0
0.22,0.24,0.15,0.16,0.12,0.11,0.12,0.16,0.24,0.19,0.17,0.12,0.2,0.17,0.17,0.14,0.18,0.14,22.0,24.0,15.0,16.0,12.0,11.0,12.0,16.0,24.0,19.0,17.0,12.0,20.0,17.0,17.0,14.0,18.0,14.0
0.22,0.15,0.12,0.2,0.15,0.16,0.11,0.24,0.18,0.12,0.18,0.17,0.2,0.15,0.2,0.12,0.17,0.16,22.0,15.0,12.0,20.0,15.0,16.0,11.0,24.0,18.0,12.0,18.0,17.0,20.0,15.0,20.0,12.0,17.0,16.0
0.14,0.2,0.16,0.23,0.14,0.13,0.14,0.23,0.19,0.15,0.12,0.17,0.18,0.21,0.07,0.16,0.17,0.21,14.0,20.0,16.0,23.0,14.0,13.0,14.0,23.0,19.0,15.0,12.0,17.0,18.0,21.0,7.0,16.0,17.0,21.0
0.16,0.2,0.24,0.16,0.15,0.09,0.22,0.2,0.2,0.11,0.15,0.12,0.15,0.16,0.21,0.17,0.17,0.14,16.0,20.0,24.0,16.0,15.0,9.0,22.0,20.0,20.0,11.0,15.0,12.0,15.0,16.0,21.0,17.0,17.0,14.0
0.17,0.13,0.15,0.16,0.16,0.23,0.19,0.12,0.12,0.26,0.18,0.13,0.27,0.13,0.15,0.18,0.14,0.13,17.0,13.0,15.0,16.0,16.0,23.0,19.0,12.0,12.0,26.0,18.0,13.0,27.0,13.0,15.0,18.0,14.0,13.0
0.23,0.12,0.12,0.24,0.18,0.11,0.19,0.22,0.16,0.14,0.17,0.12,0.3,0.11,0.1,0.22,0.18,0.09,23.0,12.0,12.0,24.0,18.0,11.0,19.0,22.0,16.0,14.0,17.0,12.0,30.0,11.0,10.0,22.0,18.0,9.0
0.15,0.22,0.21,0.1,0.13,0.19,0.25,0.19,0.15,0.17,0.12,0.12,0.14,0.16,0.25,0.14,0.16,0.15,15.0,22.0,21.0,10.0,13.0,19.0,25.0,19.0,15.0,17.0,12.0,12.0,14.0,16.0,25.0,14.0,16.0,15.0
0.15,0.19,0.24,0.16,0.13,0.13,0.25,0.18,0.14,0.19,0.09,0.15,0.22,0.1,0.18,0.26,0.12,0.12,15.0,19.0,24.0,16.0,13.0,13.0,25.0,18.0,14.0,19.0,9.0,15.0,22.0,10.0,18.0,26.0,12.0,12.0
0.16,0.1,0.19,0.17,0.19,0.19,0.17,0.2,0.2,0.11,0.16,0.16,0.12,0.26,0.2,0.15,0.1,0.17,16.0,10.0,19.0,17.0,19.0,19.0,17.0,20.0,20.0,11.0,16.0,16.0,12.0,26.0,20.0,15.0,10.0,17.0
0.2,0.19,0.12,0.13,0.17,0.19,0.16,0.17,0.19,0.21,0.14,0.13,0.23,0.15,0.19,0.14,0.17,0.12,20.0,19.0,12.0,13.0,17.0,19.0,16.0,17.0,19.0,21.0,14.0,13.0,23.0,15.0,19.0,14.0,17.0,12.0
0.16,0.15,0.23,0.15,0.11,0.2,0.17,0.17,0.18,0.22,0.16,0.1,0.17,0.17,0.17,0.17,0.17,0.15,16.0,15.0,23.0,15.0,11.0,20.0,17.0,17.0,18.0,22.0,16.0,10.0,17.0,17.0,17.0,17.0,17.0,15.0
0.14,0.13,0.22,0.17,0.16,0.18,0.28,0.14,0.2,0.15,0.14,0.09,0.25,0.14,0.18,0.18,0.14,0.11,14.0,13.0,22.0,17.0,16.0,18.0,28.0,14.0,20.0,15.0,14.0,9.0,25.0,14.0,18.0,18.0,14.0,11.0
0.19,0.12,0.2,0.13,0.2,0.16,0.15,0.17,0.2,0.17,0.14,0.17,0.19,0.15,0.14,0.18,0.19,0.15,19.0,12.0,20.0,13.0,20.0,16.0,15.0,17.0,20.0,17.0,14.0,17.0,19.0,15.0,14.0,18.0,19.0,15.0
0.18,0.12,0.13,0.2,0.19,0.18,0.15,0.19,0.17,0.14,0.16,0.19,0.22,0.18,0.13,0.19,0.14,0.14,18.0,12.0,13.0,20.0,19.0,18.0,15.0,19.0,17.0,14.0,16.0,19.0,22.0,18.0,13.0,19.0,14.0,14.0
0.14,0.18,0.19,0.17,0.18,0.14,0.18,0.11,0.17,0.17,0.17,0.2,0.2,0.16,0.13,0.13,0.2,0.18,14.0,18.0,19.0,17.0,18.0,14.0,18.0,11.0,17.0,17.0,17.0,20.0,20.0,16.0,13.0,13.0,20.0,18.0
0.15,0.14,0.11,0.29,0.11,0.2,0.16,0.14,0.12,0.28,0.15,0.15,0.19,0.14,0.18,0.24,0.08,0.17,15.0,14.0,11.0,29.0,11.0,20.0,16.0,14.0,12.0,28.0,15.0,15.0,19.0,14.0,18.0,24.0,8.0,17.0
0.14,0.23,0.17,0.15,0.14,0.17,0.21,0.15,0.15,0.22,0.12,0.15,0.25,0.1,0.15,0.2,0.16,0.14,14.0,23.0,17.0,15.0,14.0,17.0,21.0,15.0,15.0,22.0,12.0,15.0,25.0,10.0,15.0,20.0,16.0,14.0
0.24,0.15,0.15,0.17,0.13,0.16,0.21,0.17,0.17,0.19,0.13,0.13,0.27,0.14,0.19,0.15,0.14,0.11,24.0,15.0,15.0,17.0,13.0,16.0,21.0,17.0,17.0,19.0,13.0,13.0,27.0,14.0,19.0,15.0,14.0,11.0
0.15,0.21,0.11,0.22,0.17,0.14,0.21,0.16,0.11,0.16,0.15,0.21,0.17,0.22,0.17,0.11,0.19,0.14,15.0,21.0,11.0,22.0,17.0,14.0,21.0,16.0,11.0,16.0,15.0,21.0,17.0,22.0,17.0,11.0,19.0,14.0
0.15,0.14,0.19,0.15,0.18,0.19,0.17,0.07,0.25,0.15,0.17,0.19,0.16,0.16,0.19,0.19,0.16,0.14,15.0,14.0,19.0,15.0,18.0,19.0,17.0,7.0,25.0,15.0,17.0,19.0,16.0,16.0,19.0,19.0,16.0,14.0
0.14,0.2,0.21,0.19,0.15,0.11,0.22,0.18,0.2,0.14,0.11,0.15,0.17,0.26,0.11,0.12,0.2,0.14,14.0,20.0,21.0,19.0,15.0,11.0,22.0,18.0,20.0,14.0,11.0,15.0,17.0,26.0,11.0,12.0,20.0,14.0
0.21,0.21,0.18,0.2,0.09,0.11,0.23,0.18,0.21,0.13,0.15,0.1,0.23,0.14,0.22,0.14,0.12,0.15,21.0,21.0,18.0,20.0,9.0,11.0,23.0,18.0,21.0,13.0,15.0,10.0,23.0,14.0,22.0,14.0,12.0,15.0
0.19,0.14,0.2,0.18,0.15,0.14,0.15,0.27,0.17,0.17,0.1,0.14,0.14,0.18,0.16,0.14,0.18,0.2,19.0,14.0,20.0,18.0,15.0,14.0,15.0,27.0,17.0,17.0,10.0,14.0,14.0,18.0,16.0,14.0,18.0,20.0
0.2,0.17,0.19,0.18,0.14,0.12,0.26,0.18,0.21,0.09,0.14,0.12,0.3,0.1,0.25,0.13,0.07,0.15,20.0,17.0,19.0,18.0,14.0,12.0,26.0,18.0,21.0,9.0,14.0,12.0,30.0,10.0,25.0,13.0,7.0,15.0
0.1,0.17,0.19,0.14,0.23,0.17,0.14,0.19,0.16,0.14,0.14,0.23,0.21,0.14,0.26,0.14,0.14,0.11,10.0,17.0,19.0,14.0,23.0,17.0,14.0,19.0,16.0,14.0,14.0,23.0,21.0,14.0,26.0,14.0,14.0,11.0
0.15,0.15,0.13,0.18,0.19,0.2,0.14,0.16,0.17,0.19,0.16,0.18,0.09,0.18,0.22,0.17,0.2,0.14,15.0,15.0,13.0,18.0,19.0,20.0,14.0,16.0,17.0,19.0,16.0,18.0,9.0,18.0,22.0,17.0,20.0,14.0
0.21,0.12,0.19,0.19,0.11,0.18,0.22,0.12,0.26,0.09,0.12,0.19,0.24,0.16,0.2,0.16,0.15,0.09,21.0,12.0,19.0,19.0,11.0,18.0,22.0,12.0,26.0,9.0,12.0,19.0,24.0,16.0,20.0,16.0,15.0,9.0
0.18,0.11,0.2,0.21,0.17,0.13,0.22,0.15,0.18,0.14,0.17,0.14,0.18,0.13,0.22,0.16,0.16,0.15,18.0,11.0,20.0,21.0,17.0,13.0,22.0,15.0,18.0,14.0,17.0,14.0,18.0,13.0,22.0,16.0,16.0,15.0
0.25,0.2,0.15,0.18,0.12,0.1,0.11,0.16,0.17,0.18,0.2,0.18,0.17,0.19,0.2,0.15,0.16,0.13,25.0,20.0,15.0,18.0,12.0,10.0,11.0,16.0,17.0,18.0,20.0,18.0,17.0,19.0,20.0,15.0,16.0,13.0
0.18,0.1,0.13,0.22,0.18,0.19,0.17,0.19,0.16,0.14,0.1,0.24,0.22,0.17,0.12,0.16,0.16,0.17,18.0,10.0,13.0,22.0,18.0,19.0,17.0,19.0,16.0,14.0,10.0,24.0,22.0,17.0,12.0,16.0,16.0,17.0
0.16,0.13,0.12,0.27,0.14,0.18,0.18,0.14,0.17,0.17,0.16,0.18,0.21,0.19,0.16,0.16,0.12,0.16,16.0,13.0,12.0,27.0,14.0,18.0,18.0,14.0,17.0,17.0,16.0,18.0,21.0,19.0,16.0,16.0,12.0,16.0
0.12,0.2,0.19,0.15,0.15,0.19,0.27,0.05,0.18,0.21,0.19,0.1,0.23,0.13,0.21,0.22,0.11,0.1,12.0,20.0,19.0,15.0,15.0,19.0,27.0,5.0,18.0,21.0,19.0,10.0,23.0,13.0,21.0,22.0,11.0,10.0
0.17,0.15,0.14,0.24,0.19,0.11,0.14,0.18,0.23,0.12,0.16,0.17,0.21,0.07,0.11,0.27,0.15,0.19,17.0,15.0,14.0,24.0,19.0,11.0,14.0,18.0,23.0,12.0,16.0,17.0,21.0,7.0,11.0,27.0,15.0,19.0
0.15,0.17,0.15,0.08,0.16,0.29,0.17,0.18,0.15,0.17,0.17,0.16,0.13,0.21,0.17,0.19,0.11,0.19,15.0,17.0,15.0,8.0,16.0,29.0,17.0,18.0,15.0,17.0,17.0,16.0,13.0,21.0,17.0,19.0,11.0,19.0
0.06,0.14,0.21,0.24,0.14,0.21,0.22,0.19,0.16,0.14,0.18,0.11,0.11,0.13,0.16,0.21,0.15,0.24,6.0,14.0,21.0,24.0,14.0,21.0,22.0,19.0,16.0,14.0,18.0,11.0,11.0,13.0,16.0,21.0,15.0,24.0
0.14,0.19,0.23,0.15,0.12,0.17,0.17,0.17,0.19,0.17,0.14,0.16,0.22,0.2,0.2,0.11,0.11,0.16,14.0,19.0,23.0,15.0,12.0,17.0,17.0,17.0,19.0,17.0,14.0,16.0,22.0,20.0,20.0,11.0,11.0,16.0
0.17,0.21,0.11,0.15,0.22,0.14,0.17,0.14,0.11,0.2,0.21,0.17,0.23,0.19,0.16,0.13,0.17,0.12,17.0,21.0,11.0,15.0,22.0,14.0,17.0,14.0,11.0,20.0,21.0,17.0,23.0,19.0,16.0,13.0,17.0,12.0
0.11,0.2,0.09,0.2,0.17,0.23,0.12,0.19,0.16,0.17,0.18,0.18,0.28,0.17,0.11,0.12,0.16,0.16,11.0,20.0,9.0,20.0,17.0,23.0,12.0,19.0,16.0,17.0,18.0,18.0,28.0,17.0,11.0,12.0,16.0,16.0
0.18,0.12,0.18,0.11,0.17,0.24,0.2,0.15,0.12,0.14,0.2,0.19,0.11,0.21,0.21,0.08,0.17,0.22,18.0,12.0,18.0,11.0,17.0,24.0,20.0,15.0,12.0,14.0,20.0,19.0,11.0,21.0,21.0,8.0,17.0,22.0
0.17,0.18,0.08,0.17,0.2,0.2,0.18,0.16,0.21,0.14,0.13,0.18,0.13,0.23,0.26,0.12,0.15,0.11,17.0,18.0,8.0,17.0,20.0,20.0,18.0,16.0,21.0,14.0,13.0,18.0,13.0,23.0,26.0,12.0,15.0,11.0
0.09,0.12,0.2,0.18,0.22,0.19,0.17,0.22,0.18,0.12,0.12,0.19,0.21,0.23,0.18,0.12,0.09,0.17,9.0,12.0,20.0,18.0,22.0,19.0,17.0,22.0,18.0,12.0,12.0,19.0,21.0,23.0,18.0,12.0,9.0,17.0
0.14,0.17,0.16,0.22,0.18,0.13,0.17,0.15,0.17,0.24,0.14,0.13,0.17,0.16,0.2,0.2,0.14,0.13,14.0,17.0,16.0,22.0,18.0,13.0,17.0,15.0,17.0,24.0,14.0,13.0,17.0,16.0,20.0,20.0,14.0,13.0
0.07,0.2,0.14,0.24,0.17,0.18,0.17,0.21,0.16,0.16,0.13,0.17,0.19,0.19,0.09,0.19,0.16,0.18,7.0,20.0,14.0,24.0,17.0,18.0,17.0,21.0,16.0,16.0,13.0,17.0,19.0,19.0,9.0,19.0,16.0,18.0
0.18,0.18,0.15,0.14,0.23,0.12,0.28,0.08,0.09,0.19,0.19,0.17,0.29,0.15,0.1,0.13,0.13,0.2,18.0,18.0,15.0,14.0,23.0,12.0,28.0,8.0,9.0,19.0,19.0,17.0,29.0,15.0,10.0,13.0,13.0,20.0
0.13,0.1,0.18,0.21,0.15,0.23,0.14,0.17,0.17,0.18,0.17,0.17,0.11,0.16,0.16,0.15,0.22,0.2,13.0,10.0,18.0,21.0,15.0,23.0,14.0,17.0,17.0,18.0,17.0,17.0,11.0,16.0,16.0,15.0,22.0,20.0
0.23,0.16,0.12,0.18,0.15,0.16,0.2,0.14,0.22,0.18,0.13,0.13,0.16,0.15,0.15,0.16,0.24,0.14,23.0,16.0,12.0,18.0,15.0,16.0,20.0,14.0,22.0,18.0,13.0,13.0,16.0,15.0,15.0,16.0,24.0,14.0
0.19,0.2,0.14,0.13,0.2,0.14,0.23,0.13,0.17,0.11,0.24,0.12,0.23,0.23,0.22,0.1,0.09,0.13,19.0,20.0,14.0,13.0,20.0,14.0,23.0,13.0,17.0,11.0,24.0,12.0,23.0,23.0,22.0,10.0,9.0,13.0
0.2,0.15,0.14,0.14,0.18,0.19,0.31,0.13,0.12,0.1,0.2,0.14,0.43,0.12,0.17,0.1,0.1,0.08,20.0,15.0,14.0,14.0,18.0,19.0,31.0,13.0,12.0,10.0,20.0,14.0,43.0,12.0,17.0,10.0,10.0,8.0
0.1,0.2,0.16,0.24,0.15,0.15,0.17,0.23,0.13,0.16,0.12,0.19,0.14,0.19,0.16,0.16,0.17,0.18,10.0,20.0,16.0,24.0,15.0,15.0,17.0,23.0,13.0,16.0,12.0,19.0,14.0,19.0,16.0,16.0,17.0,18.0
0.1,0.2,0.15,0.22,0.2,0.13,0.31,0.08,0.16,0.14,0.15,0.16,0.22,0.18,0.15,0.11,0.18,0.16,10.0,20.0,15.0,22.0,20.0,13.0,31.0,8.0,16.0,14.0,15.0,16.0,22.0,18.0,15.0,11.0,18.0,16.0
