,0,1,2,3
0,1,0,1,1
1,0,1,4,1
2,1,4,5,0
3,4,5,2,0
4,5,2,2,1
5,2,2,4,0
6,2,4,1,1
7,4,1,1,-1
8,1,1,3,0
9,1,3,2,1
10,3,2,3,1
11,2,3,3,0
12,3,3,1,0
13,3,1,4,-1
14,1,4,5,1
15,4,5,5,0
16,5,5,3,0
17,5,3,3,1
18,3,3,3,1
19,3,3,1,1
20,3,1,2,0
21,1,2,4,0
22,2,4,0,0
23,4,0,1,1
24,0,1,4,1
25,1,4,0,1
26,4,0,1,1
27,0,1,2,0
28,1,2,4,-1
29,2,4,1,1
30,4,1,3,1
31,1,3,0,1
32,3,0,5,1
33,0,5,1,0
34,5,1,1,0
35,1,1,2,1
36,1,2,4,0
37,2,4,1,1
38,4,1,1,-1
39,1,1,2,0
40,1,2,0,0
41,2,0,0,1
42,0,0,0,1
43,0,0,3,0
44,0,3,4,1
45,3,4,5,1
46,4,5,2,0
47,5,2,2,0
48,2,2,1,0
49,2,1,1,1
50,1,1,5,0
51,1,5,5,0
52,5,5,2,0
53,5,2,2,0
54,2,2,3,0
55,2,3,2,0
56,3,2,5,-1
57,2,5,1,0
58,5,1,1,1
59,1,1,1,0
60,1,1,1,0
61,1,1,2,0
62,1,2,2,0
63,2,2,3,-1
64,2,3,5,-1
65,3,5,1,0
66,5,1,3,0
67,1,3,4,0
68,3,4,1,1
69,4,1,3,0
70,1,3,1,0
71,3,1,2,1
72,1,2,2,1
73,2,2,0,0
74,2,0,2,1
75,0,2,4,-1
76,2,4,2,0
77,4,2,3,0
78,2,3,3,0
79,3,3,4,1
80,3,4,1,1
81,4,1,3,1
82,1,3,0,1
83,3,0,5,0
84,0,5,2,0
85,5,2,2,0
86,2,2,4,1
87,2,4,1,0
88,4,1,3,-1
89,1,3,5,0
90,3,5,0,0
91,5,0,3,1
92,0,3,1,0
93,3,1,5,-1
94,1,5,3,1
95,5,3,0,0
96,3,0,5,1
97,0,5,0,0
98,5,0,1,0
99,0,1,2,1
100,1,2,3,0
101,2,3,1,1
102,3,1,2,0
103,1,2,3,1
104,2,3,4,1
105,3,4,4,0
106,4,4,3,0
107,4,3,0,0
108,3,0,5,0
109,0,5,1,0
110,5,1,3,0
111,1,3,5,0
112,3,5,0,1
113,5,0,5,1
114,0,5,4,0
115,5,4,3,0
116,4,3,0,1
117,3,0,5,0
118,0,5,3,0
119,5,3,4,1
120,3,4,5,0
121,4,5,3,0
122,5,3,4,0
123,3,4,4,0
124,4,4,1,0
125,4,1,3,0
126,1,3,2,1
127,3,2,3,-1
128,2,3,1,0
129,3,1,5,1
130,1,5,3,0
131,5,3,5,1
132,3,5,4,1
133,5,4,3,0
134,4,3,5,0
135,3,5,3,1
136,5,3,1,-1
137,3,1,3,0
138,1,3,0,1
139,3,0,4,1
140,0,4,3,1
141,4,3,3,0
142,3,3,1,1
143,3,1,0,0
144,1,0,1,0
145,0,1,4,0
146,1,4,3,1
147,4,3,4,0
148,3,4,0,1
149,4,0,1,1
150,0,1,0,1
151,1,0,4,1
152,0,4,0,0
153,4,0,0,0
154,0,0,5,0
155,0,5,5,0
156,5,5,1,1
157,5,1,3,1
158,1,3,0,1
159,3,0,1,0
160,0,1,4,0
161,1,4,1,0
162,4,1,3,1
163,1,3,4,-1
164,3,4,0,1
165,4,0,1,0
166,0,1,4,-1
167,1,4,1,0
168,4,1,3,1
169,1,3,1,0
170,3,1,2,1
171,1,2,2,0
172,2,2,4,1
173,2,4,0,0
174,4,0,5,1
175,0,5,1,1
176,5,1,3,1
177,1,3,0,0
178,3,0,4,1
179,0,4,5,1
180,4,5,1,0
181,5,1,4,0
182,1,4,0,0
183,4,0,1,0
184,0,1,5,-1
185,1,5,0,1
186,5,0,0,1
187,0,0,1,0
188,0,1,4,1
189,1,4,0,1
190,4,0,5,-1
191,0,5,2,1
192,5,2,5,0
193,2,5,3,1
194,5,3,5,-1
195,3,5,2,0
196,5,2,2,0
197,2,2,5,1
198,2,5,3,1
199,5,3,0,0
200,3,0,1,1
201,0,1,4,0
202,1,4,3,0
203,4,3,2,1
204,3,2,2,0
205,2,2,2,0
206,2,2,2,0
207,2,2,5,1
208,2,5,4,1
209,5,4,0,0
210,4,0,1,1
211,0,1,4,1
212,1,4,1,1
213,4,1,4,-1
214,1,4,0,1
215,4,0,1,-1
216,0,1,5,1
217,1,5,5,0
218,5,5,3,1
219,5,3,2,1
220,3,2,4,1
221,2,4,2,1
222,4,2,2,0
223,2,2,5,0
224,2,5,0,0
225,5,0,0,1
226,0,0,0,1
227,0,0,0,1
228,0,0,5,1
229,0,5,4,1
230,5,4,5,-1
231,4,5,2,1
232,5,2,0,0
233,2,0,1,0
234,0,1,4,1
235,1,4,3,0
236,4,3,1,0
237,3,1,2,1
238,1,2,0,0
239,2,0,0,1
240,0,0,4,-1
241,0,4,2,0
242,4,2,0,1
243,2,0,1,0
244,0,1,5,0
245,1,5,5,0
246,5,5,3,0
247,5,3,2,0
248,3,2,3,0
249,2,3,1,0
250,3,1,2,1
251,1,2,1,1
252,2,1,2,1
253,1,2,3,1
254,2,3,4,0
255,3,4,0,0
256,4,0,1,1
257,0,1,4,-1
258,1,4,0,1
259,4,0,1,1
260,0,1,0,1
261,1,0,3,0
262,0,3,0,0
263,3,0,4,0
264,0,4,3,1
265,4,3,1,1
266,3,1,2,1
267,1,2,2,0
268,2,2,4,1
269,2,4,1,-1
270,4,1,3,1
271,1,3,3,1
272,3,3,1,-1
273,3,1,4,-1
274,1,4,4,0
275,4,4,5,0
276,4,5,5,0
277,5,5,4,-1
278,5,4,1,1
279,4,1,4,1
280,1,4,0,0
281,4,0,3,0
282,0,3,0,1
283,3,0,4,0
284,0,4,3,0
285,4,3,5,1
286,3,5,5,0
287,5,5,1,1
288,5,1,3,1
289,1,3,0,0
290,3,0,2,0
291,0,2,3,1
292,2,3,2,0
293,3,2,1,1
294,2,1,3,0
295,1,3,2,0
296,3,2,1,0
297,2,1,2,0
298,1,2,2,0
299,2,2,0,0
300,2,0,2,0
301,0,2,1,1
302,2,1,3,0
303,1,3,0,1
304,3,0,1,1
305,0,1,1,0
306,1,1,5,1
307,1,5,0,1
308,5,0,5,1
309,0,5,4,1
310,5,4,0,0
311,4,0,1,0
312,0,1,0,1
313,1,0,3,1
314,0,3,4,1
315,3,4,3,1
316,4,3,5,-1
317,3,5,5,0
318,5,5,1,0
319,5,1,1,1
320,1,1,2,0
321,1,2,0,1
322,2,0,4,1
323,0,4,3,0
324,4,3,2,1
325,3,2,1,0
326,2,1,1,0
327,1,1,3,-1
328,1,3,1,1
329,3,1,0,1
330,1,0,3,0
331,0,3,0,1
332,3,0,4,-1
333,0,4,5,-1
334,4,5,4,-1
335,5,4,4,0
336,4,4,4,0
337,4,4,2,1
338,4,2,5,1
339,2,5,4,0
340,5,4,2,1
341,4,2,1,1
342,2,1,3,0
343,1,3,0,1
344,3,0,5,0
345,0,5,1,-1
346,5,1,2,1
347,1,2,5,1
348,2,5,4,0
349,5,4,2,1
350,4,2,0,1
351,2,0,2,1
352,0,2,2,0
353,2,2,2,0
354,2,2,4,0
355,2,4,3,0
356,4,3,0,0
357,3,0,1,0
358,0,1,3,0
359,1,3,0,1
360,3,0,4,0
361,0,4,3,0
362,4,3,1,0
363,3,1,2,1
364,1,2,2,0
365,2,2,4,0
366,2,4,1,1
367,4,1,3,1
368,1,3,0,1
369,3,0,5,1
370,0,5,4,-1
371,5,4,0,1
372,4,0,4,1
373,0,4,3,0
374,4,3,4,1
375,3,4,3,1
376,4,3,1,0
377,3,1,2,0
378,1,2,0,1
379,2,0,2,0
380,0,2,2,0
381,2,2,5,0
382,2,5,3,0
383,5,3,5,1
384,3,5,3,-1
385,5,3,2,0
386,3,2,5,-1
387,2,5,2,0
388,5,2,1,0
389,2,1,4,0
390,1,4,0,1
391,4,0,1,1
392,0,1,4,-1
393,1,4,0,0
394,4,0,1,1
395,0,1,0,1
396,1,0,3,0
397,0,3,0,0
398,3,0,4,1
399,0,4,2,1
400,4,2,0,1
401,2,0,4,1
402,0,4,4,0
403,4,4,3,0
404,4,3,3,1
405,3,3,2,1
406,3,2,0,0
407,2,0,4,-1
408,0,4,5,1
409,4,5,3,1
410,5,3,4,1
411,3,4,1,0
412,4,1,3,1
413,1,3,0,0
414,3,0,5,0
415,0,5,0,0
416,5,0,5,1
417,0,5,4,1
418,5,4,5,0
419,4,5,2,1
420,5,2,2,0
421,2,2,4,1
422,2,4,5,0
423,4,5,0,0
424,5,0,4,1
425,0,4,5,1
426,4,5,2,0
427,5,2,4,0
428,2,4,2,0
429,4,2,5,1
430,2,5,3,0
431,5,3,4,1
432,3,4,1,0
433,4,1,3,1
434,1,3,0,0
435,3,0,4,0
436,0,4,1,1
437,4,1,0,0
438,1,0,0,1
439,0,0,5,0
440,0,5,2,1
441,5,2,2,0
442,2,2,1,0
443,2,1,1,0
444,1,1,1,0
445,1,1,2,1
446,1,2,2,0
447,2,2,3,0
448,2,3,4,1
449,3,4,0,1
450,4,0,2,1
451,0,2,3,0
452,2,3,2,0
453,3,2,4,1
454,2,4,1,0
455,4,1,0,0
456,1,0,0,0
457,0,0,1,0
458,0,1,4,0
459,1,4,5,-1
460,4,5,1,1
461,5,1,0,1
462,1,0,0,1
463,0,0,2,0
464,0,2,2,0
465,2,2,3,0
466,2,3,4,1
467,3,4,2,0
468,4,2,5,1
469,2,5,0,0
470,5,0,0,1
471,0,0,0,1
472,0,0,2,1
473,0,2,2,0
474,2,2,2,0
475,2,2,0,0
476,2,0,1,0
477,0,1,0,0
478,1,0,5,0
479,0,5,5,0
480,5,5,2,0
481,5,2,3,0
482,2,3,1,1
483,3,1,2,0
484,1,2,5,1
485,2,5,3,0
486,5,3,5,0
487,3,5,4,1
488,5,4,2,1
489,4,2,0,1
490,2,0,2,0
491,0,2,3,0
492,2,3,1,0
493,3,1,2,0
494,1,2,5,-1
495,2,5,1,1
496,5,1,3,-1
497,1,3,3,1
498,3,3,4,1
499,3,4,0,0
500,4,0,2,1
501,0,2,1,0
502,2,1,4,0
503,1,4,0,1
504,4,0,1,1
505,0,1,0,1
506,1,0,3,0
507,0,3,0,1
508,3,0,4,1
509,0,4,3,0
510,4,3,0,0
511,3,0,1,0
512,0,1,4,0
513,1,4,0,1
514,4,0,1,0
515,0,1,0,1
516,1,0,1,0
517,0,1,0,0
518,1,0,5,0
519,0,5,3,1
520,5,3,4,-1
521,3,4,3,0
522,4,3,1,0
523,3,1,2,0
524,1,2,1,0
525,2,1,1,1
526,1,1,2,0
527,1,2,0,1
528,2,0,0,1
529,0,0,0,0
530,0,0,2,1
531,0,2,3,0
532,2,3,1,0
533,3,1,1,0
534,1,1,2,0
535,1,2,0,1
536,2,0,0,0
537,0,0,0,1
538,0,0,0,1
539,0,0,5,-1
540,0,5,2,0
541,5,2,0,1
542,2,0,0,1
543,0,0,0,1
544,0,0,0,1
545,0,0,1,1
546,0,1,1,0
547,1,1,5,0
548,1,5,3,1
549,5,3,5,1
550,3,5,5,0
551,5,5,3,-1
552,5,3,2,0
553,3,2,4,-1
554,2,4,4,0
555,4,4,2,0
556,4,2,5,0
557,2,5,3,0
558,5,3,3,0
559,3,3,4,1
560,3,4,0,0
561,4,0,4,0
562,0,4,1,0
563,4,1,3,0
564,1,3,0,1
565,3,0,1,0
566,0,1,4,1
567,1,4,0,-1
568,4,0,2,1
569,0,2,1,0
570,2,1,1,1
571,1,1,2,-1
572,1,2,0,0
573,2,0,4,1
574,0,4,3,1
575,4,3,1,0
576,3,1,2,0
577,1,2,5,0
578,2,5,5,0
579,5,5,3,0
580,5,3,5,0
581,3,5,0,0
582,5,0,0,1
583,0,0,0,0
584,0,0,0,1
585,0,0,1,0
586,0,1,0,1
587,1,0,0,1
588,0,0,0,1
589,0,0,1,0
590,0,1,0,1
591,1,0,0,0
592,0,0,4,0
593,0,4,5,0
594,4,5,1,0
595,5,1,5,0
596,1,5,1,0
597,5,1,1,-1
598,1,1,4,-1
599,1,4,0,1
600,4,0,1,0
601,0,1,4,0
602,1,4,0,1
603,4,0,1,1
604,0,1,0,1
605,1,0,2,1
606,0,2,3,1
607,2,3,0,0
608,3,0,5,0
609,0,5,5,0
610,5,5,5,0
611,5,5,1,1
612,5,1,5,1
613,1,5,0,0
614,5,0,5,0
615,0,5,4,0
616,5,4,2,1
617,4,2,5,0
618,2,5,0,1
619,5,0,5,1
620,0,5,2,0
621,5,2,0,1
622,2,0,2,0
623,0,2,1,0
624,2,1,0,0
625,1,0,4,0
626,0,4,0,1
627,4,0,1,0
628,0,1,0,0
629,1,0,4,1
630,0,4,5,1
631,4,5,1,0
632,5,1,3,1
633,1,3,3,1
634,3,3,4,0
635,3,4,0,0
636,4,0,1,1
637,0,1,2,0
638,1,2,1,0
639,2,1,3,0
640,1,3,0,0
641,3,0,5,0
642,0,5,0,0
643,5,0,4,1
644,0,4,5,1
645,4,5,2,0
646,5,2,4,0
647,2,4,1,1
648,4,1,3,1
649,1,3,1,0
650,3,1,0,1
651,1,0,0,1
652,0,0,0,1
653,0,0,0,1
654,0,0,4,0
655,0,4,0,0
656,4,0,1,0
657,0,1,0,0
658,1,0,0,1
659,0,0,0,1
660,0,0,0,1
661,0,0,5,0
662,0,5,4,1
663,5,4,2,0
664,4,2,2,0
665,2,2,4,1
666,2,4,1,0
667,4,1,3,0
668,1,3,5,1
669,3,5,0,0
670,5,0,2,0
671,0,2,0,1
672,2,0,2,1
673,0,2,3,1
674,2,3,4,1
675,3,4,0,1
676,4,0,1,0
677,0,1,0,1
678,1,0,5,1
679,0,5,0,0
680,5,0,5,0
681,0,5,4,1
682,5,4,2,1
683,4,2,3,0
684,2,3,4,0
685,3,4,3,0
686,4,3,0,0
687,3,0,5,0
688,0,5,4,0
689,5,4,2,0
690,4,2,5,0
691,2,5,3,1
692,5,3,2,1
693,3,2,4,-1
694,2,4,1,0
695,4,1,3,1
696,1,3,0,0
697,3,0,5,0
698,0,5,0,0
699,5,0,5,0
700,0,5,4,0
701,5,4,0,0
702,4,0,1,0
703,0,1,0,0
704,1,0,0,1
705,0,0,2,1
706,0,2,5,1
707,2,5,0,0
708,5,0,5,0
709,0,5,5,0
710,5,5,0,0
711,5,0,4,1
712,0,4,5,0
713,4,5,3,1
714,5,3,1,0
715,3,1,5,1
716,1,5,1,0
717,5,1,3,0
718,1,3,3,1
719,3,3,4,1
720,3,4,2,1
721,4,2,5,1
722,2,5,0,1
723,5,0,1,1
724,0,1,0,0
725,1,0,0,0
726,0,0,2,0
727,0,2,3,0
728,2,3,1,0
729,3,1,0,1
730,1,0,0,1
731,0,0,0,1
732,0,0,5,1
733,0,5,4,1
734,5,4,2,0
735,4,2,5,1
736,2,5,0,0
737,5,0,0,1
738,0,0,0,1
739,0,0,0,1
740,0,0,0,1
741,0,0,0,1
742,0,0,0,1
743,0,0,1,0
744,0,1,0,1
745,1,0,5,1
746,0,5,4,1
747,5,4,2,0
748,4,2,5,0
749,2,5,1,0
750,5,1,1,1
751,1,1,1,1
752,1,1,2,0
753,1,2,2,0
754,2,2,0,1
755,2,0,0,1
756,0,0,2,-1
757,0,2,5,0
758,2,5,3,1
759,5,3,5,1
760,3,5,0,1
761,5,0,4,1
762,0,4,5,1
763,4,5,3,0
764,5,3,5,1
765,3,5,0,0
766,5,0,0,1
767,0,0,0,1
768,0,0,0,1
769,0,0,0,1
770,0,0,0,1
771,0,0,0,1
772,0,0,0,1
773,0,0,0,1
774,0,0,5,-1
775,0,5,4,1
776,5,4,2,1
777,4,2,0,1
778,2,0,2,0
779,0,2,5,-1
780,2,5,2,0
781,5,2,2,0
782,2,2,4,1
783,2,4,5,1
784,4,5,2,1
785,5,2,2,0
786,2,2,4,0
787,2,4,1,1
788,4,1,3,1
789,1,3,0,1
790,3,0,4,0
791,0,4,5,1
792,4,5,2,1
793,5,2,0,0
794,2,0,2,1
795,0,2,3,0
796,2,3,2,0
797,3,2,2,0
798,2,2,4,1
799,2,4,1,1
800,4,1,3,0
801,1,3,5,0
802,3,5,5,0
803,5,5,2,0
804,5,2,3,1
805,2,3,0,0
806,3,0,0,1
807,0,0,0,1
808,0,0,0,1
809,0,0,0,1
810,0,0,0,1
811,0,0,0,1
812,0,0,0,1
813,0,0,0,0
814,0,0,0,-1
815,0,0,0,-1
816,0,0,2,0
817,0,2,3,0
818,2,3,4,1
819,3,4,3,0
820,4,3,1,0
821,3,1,0,0
822,1,0,0,1
823,0,0,0,1
824,0,0,0,1
825,0,0,0,1
826,0,0,0,1
827,0,0,0,1
828,0,0,0,-1
829,0,0,0,1
830,0,0,0,-1
831,0,0,0,0
832,0,0,0,-1
833,0,0,0,0
834,0,0,0,1
835,0,0,0,-1
836,0,0,0,0
837,0,0,0,-1
838,0,0,0,-1
839,0,0,0,-1
840,0,0,0,-1
841,0,0,0,-1
842,0,0,0,0
843,0,0,2,0
844,0,2,3,-1
845,2,3,4,1
846,3,4,0,0
847,4,0,1,1
848,0,1,0,1
849,1,0,0,1
850,0,0,0,1
851,0,0,0,1
852,0,0,0,1
853,0,0,0,1
854,0,0,0,1
855,0,0,0,1
856,0,0,0,1
857,0,0,0,0
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0,0,0,0
862,0,0,0,0
863,0,0,1,0
864,0,1,4,1
865,1,4,3,0
866,4,3,4,1
867,3,4,0,0
868,4,0,1,1
869,0,1,0,0
870,1,0,0,1
871,0,0,0,1
872,0,0,0,1
873,0,0,0,1
874,0,0,0,1
875,0,0,0,1
876,0,0,0,1
877,0,0,0,1
878,0,0,0,1
879,0,0,2,0
880,0,2,0,1
881,2,0,0,1
882,0,0,0,1
883,0,0,0,1
884,0,0,0,1
885,0,0,0,1
886,0,0,0,1
887,0,0,2,0
888,0,2,4,0
889,2,4,2,0
890,4,2,0,1
891,2,0,0,1
892,0,0,0,1
893,0,0,0,1
894,0,0,0,1
895,0,0,0,1
896,0,0,0,1
897,0,0,0,0
898,0,0,0,-1
899,0,0,0,0
